id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1612404485246312448,1612404002452549641,1673262160000.0,2023-01-09 03:02:40,-0800,,"Whether you call it Sanskrit or Old-Indo-Aryan is immaterial, they’re one and the same thing. Here’s an excellent thread explaining why you’re wrong and your assumption is very heavy handed.    https://t.co/c3EoLUxIJX",en,[],[],1065032890856210432,1065032890856210432,arya_amsha,Aryāṃśa,1,03,https://twitter.com/arya_amsha/status/1612404485246312448,['https://twitter.com/dxrsam_0/status/1612394182475407361?s=46&t=x9b7qDfvZrt8Ycg311HcFw'],[],0,,False,49,1,2,https://twitter.com/dxrsam_0/status/1612394182475407361?s=46&t=x9b7qDfvZrt8Ycg311HcFw,None,,,,,,,[],,,,
1612404002452549641,1612404002452549641,1673262045000.0,2023-01-09 03:00:45,-0800,,"Or perhaps you just don’t know Sanskrit and the history of it’s grammatical tradition that well.   Classical Sanskrit is just the standardized and spoken sociolect of the North Western Brahmins of the time. Other non-Standardized forms of Sanskrit were spoken, almost identical.",en,[],[],1065032890856210432,1065032890856210432,arya_amsha,Aryāṃśa,1,03,https://twitter.com/arya_amsha/status/1612404002452549641,[],[],0,,False,116,4,7,https://twitter.com/DeanAccardi/status/1612255071579918339,None,,,,,,,[],,,,
1612379183799480323,1611312844821389313,1673256128000.0,2023-01-09 01:22:08,-0800,,"@D_Lich_King @VarunKh90848217 If anything, it’s a lot of Jats who migrated from South Punjab &amp; Sindh to the North. You should read Andre Wink’s Making of the Indo-Islamic world for more on this. Khatris and Punjabi Brahmins simply are the direct descendants of the Vedic Aryans of the region.",en,[],[],1065032890856210432,1065032890856210432,arya_amsha,Aryāṃśa,1,01,https://twitter.com/arya_amsha/status/1612379183799480323,[],[],0,,False,3,1,0,,None,,,,,,,"[{'screen_name': 'D_Lich_King', 'name': 'Pattipala', 'id': '1364850386658451461'}, {'screen_name': 'VarunKh90848217', 'name': 'Varun Khatri', 'id': '1070813317646565376'}]",,,,
1612378661231132673,1611312844821389313,1673256004000.0,2023-01-09 01:20:04,-0800,,"@D_Lich_King @VarunKh90848217 Mujhe genetics sikhayega tu forum blog posts padh ke ab? 😂   Khatris and Jats have the same AASI, and both of them have low AASI because unlike Gangetics who mixed more with pure aboriginals, they are North Western groups who stayed in the original homeland of the Vedic Aryans.  https://t.co/QjKQbnlB8c",en,[],[],1065032890856210432,1065032890856210432,arya_amsha,Aryāṃśa,1,01,https://twitter.com/arya_amsha/status/1612378661231132673,[],['https://pbs.twimg.com/media/FmBR17maEAAygqn.jpg'],1,https://pbs.twimg.com/media/FmBR17maEAAygqn.jpg,False,1,1,0,,None,,,,,,,"[{'screen_name': 'D_Lich_King', 'name': 'Pattipala', 'id': '1364850386658451461'}, {'screen_name': 'VarunKh90848217', 'name': 'Varun Khatri', 'id': '1070813317646565376'}]",,,,
1612168488956866561,1612025696133709824,1673205895000.0,2023-01-08 11:24:55,-0800,,"Btw, what idiot thinks any of these posts are “sexualizing” in anyway? They’re modestly dressed women and not an inch of indecent exposure is there. Some people just hate beauty.",en,[],[],1065032890856210432,1065032890856210432,arya_amsha,Aryāṃśa,7,11,https://twitter.com/arya_amsha/status/1612168488956866561,[],[],0,,False,102,4,2,,None,,,,,,,[],,,,
1612155478561402880,1611672303057702914,1673202793000.0,2023-01-08 10:33:13,-0800,,"@amshyraa That’s not what you said, you said “there’s nothing against LGBTQ” — I never said it’s something very harsh, I just said it’s almost certainly not accepted and praised as natural. I said in the thread itself Hindus were far more lenient on this than say Muslims or Christians.",en,[],[],1065032890856210432,1065032890856210432,arya_amsha,Aryāṃśa,7,10,https://twitter.com/arya_amsha/status/1612155478561402880,[],[],0,,False,7,1,0,,None,,,,,,,"[{'screen_name': 'amshyraa', 'name': 'Amshyra🇮🇳', 'id': '1462393575065403392'}]",,,,
1612132547823304706,1610747882021261315,1673197326000.0,2023-01-08 09:02:06,-0800,,"@deuterokerios @AASI_Amsha Where did you seriously hear this from? Your sources are absolutely incorrect. Iberians have about 10% WHG easily,  much higher than the rest of Europe. Not counting the WHG in EEF.",en,[],[],1065032890856210432,1065032890856210432,arya_amsha,Aryāṃśa,7,09,https://twitter.com/arya_amsha/status/1612132547823304706,[],[],0,,False,0,1,0,,None,,,,,,,"[{'screen_name': 'deuterokerios', 'name': 'Ιωάννης', 'id': '1531232994857467904'}, {'screen_name': 'AASI_Amsha', 'name': 'Wingman of Civilization in the Global South', 'id': '1607793606441709568'}]",,,,
1612112547775401985,1612082151175987202,1673192557000.0,2023-01-08 07:42:37,-0800,,"@SaffronMonke @hhrobbstark Yeah, Nairs and Tulus are. Vellalars or  Kammas are much more different. Nairs are like Brahmins in their genetics.",en,[],[],1065032890856210432,1065032890856210432,arya_amsha,Aryāṃśa,7,07,https://twitter.com/arya_amsha/status/1612112547775401985,[],[],0,,False,3,2,0,,None,,,,,,,"[{'screen_name': 'SaffronMonke', 'name': 'DarkMonke', 'id': '1604762801204998144'}, {'screen_name': 'hhrobbstark', 'name': 'Pablo Florenzi', 'id': '1165577485662076929'}]",,,,
1612111194013458432,1612103709663842304,1673192234000.0,2023-01-08 07:37:14,-0800,,"@RichardHanania It’s because Indian diaspora in the US is on the same socioeconomic rung of the ladder as the native White elite, and this diaspora loves emulating White liberals (who disproportionately form your elite ruling class). So better question is to ask why White women are so liberal.",en,[],[],1065032890856210432,1065032890856210432,arya_amsha,Aryāṃśa,7,07,https://twitter.com/arya_amsha/status/1612111194013458432,[],[],0,,False,567,12,38,,None,,,,,,,"[{'screen_name': 'RichardHanania', 'name': 'Richard Hanania', 'id': '1041044330092195840'}]",,,,
1612106098135437314,1612082151175987202,1673191019000.0,2023-01-08 07:16:59,-0800,,@hhrobbstark What I’m implying is Steppe ancestry is so irrelevant for South India that you can remove it and nothing would change. I mean that Steppe MLBA ancestry had minimal impact on Dravidian speakers.,en,[],[],1065032890856210432,1065032890856210432,arya_amsha,Aryāṃśa,7,07,https://twitter.com/arya_amsha/status/1612106098135437314,[],[],0,,False,4,1,0,,None,,,,,,,"[{'screen_name': 'hhrobbstark', 'name': 'Pablo Florenzi', 'id': '1165577485662076929'}]",,,,
